# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "index/reference.gff" "-o" "counts.txt" "bam/SRR10379724.bam" "bam/SRR10379725.bam" "bam/SRR10379726.bam" "bam/SRR10379721.bam" "bam/SRR10379722.bam" "bam/SRR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR10379724.bam	bam/SRR10379725.bam	bam/SRR10379726.bam	bam/SRR10379721.bam	bam/SRR10379722.bam	bam/SRR10379723.bam
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	16909	18253	2460	34614	15532	30963
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	61	45	4	28	17	21
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	2626	4869	540	2938	1967	2451
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	2380	3711	683	1466	955	1508
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	7728	9860	1232	3166	2309	2634
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	13712	13556	4035	17046	20025	21039
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	49059	63957	9420	20253	16579	13688
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	12811	19875	6314	2245	2126	1723
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	12186	14707	2973	2233	1764	1665
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	1493	1277	89	425	282	301
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	1276	1498	352	1098	1154	1215
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	48	34	7	76	43	63
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	10459	14874	3216	5817	4513	3581
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	2598	2927	627	4147	3077	3665
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	4618	5610	978	3963	3031	3215
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	372	624	12	137	75	170
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	13069	16302	2704	9220	6983	6503
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	64454	74823	19621	41328	36188	29872
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	6157	9178	2558	14024	11530	12059
gene-SAOUHSC_02584	CP000253.1	2376428	2377225	-	798	2660	3421	400	2251	2862	1492
gene-SAOUHSC_02585	CP000253.1	2377610	2378302	+	693	3434	6120	435	4008	3088	3085
gene-SAOUHSC_02586	CP000253.1	2378658	2378972	+	315	99	155	17	274	170	219
gene-SAOUHSC_02587	CP000253.1	2378949	2379686	-	738	600	537	28	312	151	169
gene-SAOUHSC_02588	CP000253.1	2379510	2380064	+	555	39	68	11	44	9	24
gene-SAOUHSC_02589	CP000253.1	2380509	2381381	+	873	7832	8737	665	14793	10783	10949
gene-SAOUHSC_02590	CP000253.1	2381768	2383147	-	1380	15904	20156	4785	8411	7852	7593
gene-SAOUHSC_02591	CP000253.1	2383427	2383783	+	357	1530	2369	109	839	509	521
gene-SAOUHSC_02592	CP000253.1	2383780	2383965	+	186	1052	1531	210	563	443	370
gene-SAOUHSC_02593	CP000253.1	2384061	2384252	-	192	907	1167	67	280	256	187
gene-SAOUHSC_02594	CP000253.1	2384263	2384898	-	636	2506	5094	488	763	587	480
gene-SAOUHSC_02595	CP000253.1	2384973	2385890	-	918	2823	4818	252	403	243	302
gene-SAOUHSC_02596	CP000253.1	2386157	2386687	+	531	466	586	20	264	206	228
gene-SAOUHSC_02597	CP000253.1	2386753	2388357	-	1605	3673	4771	727	2175	1813	1310
gene-SAOUHSC_02599	CP000253.1	2388687	2389451	+	765	760	808	53	307	194	192
gene-SAOUHSC_02600	CP000253.1	2389509	2390015	-	507	3320	6031	1070	2082	1573	1344
gene-SAOUHSC_02601	CP000253.1	2390182	2391393	-	1212	2492	3037	1099	1023	795	740
gene-SAOUHSC_02602	CP000253.1	2391278	2391637	+	360	1638	2749	1638	352	265	178
gene-SAOUHSC_02603	CP000253.1	2391720	2392289	-	570	684	1019	92	230	126	169
gene-SAOUHSC_02604	CP000253.1	2392776	2393657	-	882	19960	25234	13444	5854	4998	3704
gene-SAOUHSC_02605	CP000253.1	2393768	2394889	-	1122	1737	2890	796	1201	836	803
gene-SAOUHSC_02606	CP000253.1	2395166	2396404	-	1239	916	1166	276	3205	2150	2047
gene-SAOUHSC_02607	CP000253.1	2396404	2398065	-	1662	569	799	307	2841	2105	1967
gene-SAOUHSC_02608	CP000253.1	2398225	2399109	+	885	539	632	28	856	605	580
gene-SAOUHSC_02609	CP000253.1	2399531	2399950	+	420	119	117	11	202	127	190
gene-SAOUHSC_02610	CP000253.1	2400206	2401141	-	936	14074	16362	9435	6036	5941	3791
gene-SAOUHSC_02611	CP000253.1	2401431	2402690	+	1260	4411	5122	500	2913	1852	2175
gene-SAOUHSC_02612	CP000253.1	2402756	2403442	-	687	2527	2735	494	1276	951	729
gene-SAOUHSC_02613	CP000253.1	2403616	2404269	+	654	2440	2323	193	1138	807	606
gene-SAOUHSC_A02483	CP000253.1	2404293	2404481	+	189	242	216	25	192	139	165
gene-SAOUHSC_02614	CP000253.1	2404505	2405524	-	1020	3156	4500	602	2420	1999	1648
gene-SAOUHSC_02615	CP000253.1	2405554	2405880	-	327	1645	3036	605	970	852	727
gene-SAOUHSC_02616	CP000253.1	2405929	2406114	-	186	13	7	0	13	5	11
gene-SAOUHSC_02618	CP000253.1	2406098	2407330	-	1233	873	1124	71	1827	1157	1334
gene-SAOUHSC_02619	CP000253.1	2407323	2408222	-	900	228	247	9	534	355	378
gene-SAOUHSC_02620	CP000253.1	2408453	2409100	-	648	582	795	76	4959	3410	5141
gene-SAOUHSC_02621	CP000253.1	2409499	2410107	+	609	435	418	261	608	413	359
gene-SAOUHSC_02622	CP000253.1	2410444	2411652	+	1209	838	660	131	1363	1081	1129
gene-SAOUHSC_02623	CP000253.1	2411700	2412749	-	1050	4865	5904	1397	5773	4366	4475
gene-SAOUHSC_02624	CP000253.1	2412780	2413727	-	948	2172	2314	137	1840	1402	1480
gene-SAOUHSC_02625	CP000253.1	2413824	2414315	+	492	1550	2278	114	1032	715	624
gene-SAOUHSC_02626	CP000253.1	2414312	2414731	+	420	2246	3593	534	1215	945	785
gene-SAOUHSC_02627	CP000253.1	2414839	2415741	-	903	3760	4167	1199	2273	1549	1391
gene-SAOUHSC_02628	CP000253.1	2415967	2416605	+	639	3107	3070	366	2819	2017	2066
gene-SAOUHSC_02629	CP000253.1	2416851	2418782	-	1932	23609	32834	6821	14867	23211	14481
gene-SAOUHSC_02630	CP000253.1	2418795	2419442	-	648	8305	13470	1825	5561	8449	4901
gene-SAOUHSC_02631	CP000253.1	2419563	2420114	+	552	1102	1075	74	485	230	280
gene-SAOUHSC_02632	CP000253.1	2420344	2420631	-	288	377	770	135	189	134	137
gene-SAOUHSC_02633	CP000253.1	2420613	2421551	-	939	1021	1439	160	471	464	361
gene-SAOUHSC_02634	CP000253.1	2421661	2421789	-	129	10	12	3	17	14	20
gene-SAOUHSC_02635	CP000253.1	2421820	2423202	-	1383	2976	4337	249	5850	3943	4813
gene-SAOUHSC_A02503	CP000253.1	2423112	2423381	+	270	53	47	5	50	15	44
gene-SAOUHSC_02636	CP000253.1	2423442	2423618	-	177	4968	4895	1019	7125	4873	5128
gene-SAOUHSC_02637	CP000253.1	2423661	2423897	-	237	4175	5364	596	4731	3246	4268
gene-SAOUHSC_02638	CP000253.1	2424092	2425060	+	969	7979	12328	1484	11971	9846	9689
gene-SAOUHSC_A02505	CP000253.1	2425299	2425460	-	162	60	81	81	82	71	49
gene-SAOUHSC_02639	CP000253.1	2425635	2425991	+	357	90	108	8	54	46	56
gene-SAOUHSC_02640	CP000253.1	2426131	2426796	-	666	218	266	21	857	548	535
gene-SAOUHSC_02641	CP000253.1	2426796	2427851	-	1056	165	150	12	603	412	450
gene-SAOUHSC_02643	CP000253.1	2427987	2428661	+	675	714	871	131	790	590	672
gene-SAOUHSC_02644	CP000253.1	2428654	2430027	+	1374	2046	2117	199	3777	2631	3102
gene-SAOUHSC_02645	CP000253.1	2430190	2430633	+	444	27529	7332	214	1408	3349	961
gene-SAOUHSC_02646	CP000253.1	2430630	2431085	+	456	28309	6731	579	2218	5042	1340
gene-SAOUHSC_02647	CP000253.1	2431151	2432629	-	1479	6569	6215	1950	8112	6262	5062
gene-SAOUHSC_02648	CP000253.1	2433010	2434608	-	1599	28016	31660	5683	11946	8799	10108
gene-SAOUHSC_02649	CP000253.1	2434925	2436598	+	1674	4436	4840	473	5176	4131	3833
gene-SAOUHSC_02650	CP000253.1	2436751	2437380	-	630	22514	39469	4010	8216	7798	5502
gene-SAOUHSC_02651	CP000253.1	2437694	2438209	-	516	911	1291	212	437	289	303
gene-SAOUHSC_02652	CP000253.1	2438502	2439404	+	903	1799	3066	899	1439	1042	814
gene-SAOUHSC_02653	CP000253.1	2439450	2439785	-	336	257	405	210	264	182	118
gene-SAOUHSC_02654	CP000253.1	2439887	2440921	-	1035	707	1049	151	848	527	388
gene-SAOUHSC_02655	CP000253.1	2440932	2441048	-	117	2	0	0	8	2	3
gene-SAOUHSC_02656	CP000253.1	2441153	2441584	-	432	1854	2567	838	1859	1258	1288
gene-SAOUHSC_02657	CP000253.1	2441636	2441728	+	93	18	21	1	47	23	27
gene-SAOUHSC_02658	CP000253.1	2441791	2443068	-	1278	1155	2189	181	1452	1109	1045
gene-SAOUHSC_02659	CP000253.1	2443229	2443852	+	624	3095	4258	144	18568	12913	15541
gene-SAOUHSC_02660	CP000253.1	2443898	2444842	+	945	4343	4757	245	26265	17597	22961
gene-SAOUHSC_02661	CP000253.1	2444928	2446178	-	1251	628	351	58	7702	6947	4929
gene-SAOUHSC_02662	CP000253.1	2446156	2446371	-	216	53	72	18	800	890	540
gene-SAOUHSC_02663	CP000253.1	2446357	2446938	+	582	3133	3366	283	1707	1447	1364
gene-SAOUHSC_02664	CP000253.1	2448426	2450531	+	2106	3945	5108	309	4961	3448	4301
gene-SAOUHSC_02665	CP000253.1	2450602	2451024	+	423	15105	15149	1849	6663	6079	4489
gene-SAOUHSC_02666	CP000253.1	2451289	2451645	+	357	2090	2586	153	870	623	633
gene-SAOUHSC_02667	CP000253.1	2452049	2453326	-	1278	16579	23463	3946	19724	15537	16911
gene-SAOUHSC_02668	CP000253.1	2453508	2453873	-	366	1177	1376	50	306	201	197
gene-SAOUHSC_02669	CP000253.1	2454271	2454717	+	447	7323	9790	494	5022	3564	3590
gene-SAOUHSC_02670	CP000253.1	2454933	2455361	+	429	3413	4391	211	5064	3604	4316
gene-SAOUHSC_02671	CP000253.1	2455468	2456637	-	1170	1421	5864	428	1329	1153	1039
gene-SAOUHSC_02672	CP000253.1	2457007	2457645	+	639	176	224	16	357	225	275
gene-SAOUHSC_02673	CP000253.1	2457715	2457921	+	207	49	60	14	117	74	75
gene-SAOUHSC_02674	CP000253.1	2457900	2458640	+	741	306	497	31	604	376	527
gene-SAOUHSC_02675	CP000253.1	2458898	2459500	-	603	1445	2064	226	2229	1453	1581
gene-SAOUHSC_02676	CP000253.1	2459574	2460608	-	1035	3473	5174	761	3936	3068	3093
gene-SAOUHSC_02677	CP000253.1	2460632	2461084	-	453	1967	2824	281	1696	1299	1328
gene-SAOUHSC_02678	CP000253.1	2461104	2461781	-	678	1135	1546	104	813	639	573
gene-SAOUHSC_02679	CP000253.1	2461774	2462364	-	591	423	657	46	212	122	122
gene-SAOUHSC_02680	CP000253.1	2462342	2463787	-	1446	1618	2209	536	807	529	474
gene-SAOUHSC_02681	CP000253.1	2463891	2467580	-	3690	2219	2983	595	1447	872	740
gene-SAOUHSC_02682	CP000253.1	2467889	2468866	-	978	1573	3085	587	1460	1027	974
gene-SAOUHSC_02683	CP000253.1	2468857	2469171	-	315	304	619	204	220	166	166
gene-SAOUHSC_02684	CP000253.1	2469175	2471580	-	2406	1363	2524	446	1451	1048	1014
gene-SAOUHSC_02685	CP000253.1	2471646	2472377	-	732	142	295	46	399	189	251
gene-SAOUHSC_02686	CP000253.1	2472607	2473143	-	537	633	1187	155	615	408	394
gene-SAOUHSC_02687	CP000253.1	2473376	2474200	-	825	3749	4808	475	1347	1079	936
gene-SAOUHSC_02688	CP000253.1	2474417	2474599	-	183	56	147	17	12	10	18
gene-SAOUHSC_02689	CP000253.1	2474683	2475150	-	468	488	530	38	175	121	129
gene-SAOUHSC_02690	CP000253.1	2475336	2476886	-	1551	2487	4252	485	21320	12910	13476
gene-SAOUHSC_02691	CP000253.1	2477181	2477447	-	267	1985	2164	290	6689	5260	4838
gene-SAOUHSC_02692	CP000253.1	2477447	2477698	-	252	1029	1725	72	3455	2722	2436
gene-SAOUHSC_02693	CP000253.1	2477863	2477964	-	102	46	22	2	64	37	35
gene-SAOUHSC_02694	CP000253.1	2477971	2478570	-	600	2742	4380	211	2458	1857	1993
gene-SAOUHSC_02695	CP000253.1	2478589	2478939	-	351	1135	1243	134	727	623	627
gene-SAOUHSC_02696	CP000253.1	2479206	2480456	+	1251	566	600	47	3046	2054	2574
gene-SAOUHSC_02697	CP000253.1	2480553	2481284	-	732	9127	14849	4568	45315	30935	36823
gene-SAOUHSC_02698	CP000253.1	2481281	2482000	-	720	5795	9289	2888	22632	15344	18364
gene-SAOUHSC_02699	CP000253.1	2481981	2482760	-	780	4606	8506	1518	18503	11297	15396
gene-SAOUHSC_02700	CP000253.1	2482881	2484239	-	1359	6336	12428	971	4945	4743	4308
gene-SAOUHSC_02701	CP000253.1	2484250	2484393	-	144	112	188	3	113	83	90
gene-SAOUHSC_02702	CP000253.1	2484494	2484598	+	105	166	220	13	4688	1837	1225
gene-SAOUHSC_02703	CP000253.1	2484752	2485438	-	687	14563	20205	2137	8126	5814	4770
gene-SAOUHSC_02704	CP000253.1	2485765	2486631	-	867	2201	2504	238	3094	2111	2594
gene-SAOUHSC_02705	CP000253.1	2487184	2487288	-	105	39	74	4	22	15	31
gene-SAOUHSC_02706	CP000253.1	2487383	2488693	+	1311	28925	43453	2567	23881	22080	15097
gene-SAOUHSC_02707	CP000253.1	2488633	2488815	-	183	160	92	13	179	99	127
gene-SAOUHSC_02708	CP000253.1	2489229	2490158	+	930	12929	21429	1062	5967	3916	2201
gene-SAOUHSC_02709	CP000253.1	2490726	2491673	+	948	15173	21971	1011	12519	8518	5313
gene-SAOUHSC_02710	CP000253.1	2491675	2492652	+	978	12012	15685	1047	14448	10310	5789
gene-SAOUHSC_02711	CP000253.1	2492704	2493171	-	468	183	234	9	299	193	200
gene-SAOUHSC_02712	CP000253.1	2493182	2493874	-	693	406	620	60	620	430	423
gene-SAOUHSC_02713	CP000253.1	2493885	2495000	-	1116	393	497	43	630	414	448
gene-SAOUHSC_02714	CP000253.1	2494978	2495985	-	1008	217	307	48	494	331	322
gene-SAOUHSC_02715	CP000253.1	2495987	2497345	-	1359	124	96	14	488	270	280
gene-SAOUHSC_02716	CP000253.1	2497323	2498009	-	687	37	28	4	166	111	95
gene-SAOUHSC_A02577	CP000253.1	2498063	2498230	-	168	5	5	0	13	8	16
gene-SAOUHSC_02717	CP000253.1	2498230	2498373	-	144	4	1	1	7	4	4
gene-SAOUHSC_02718	CP000253.1	2498461	2500194	-	1734	261	441	33	865	398	574
gene-SAOUHSC_02719	CP000253.1	2500219	2501982	-	1764	178	194	42	447	265	338
gene-SAOUHSC_02720	CP000253.1	2502476	2502583	-	108	5	1	1	0	1	6
gene-SAOUHSC_02721	CP000253.1	2502610	2502717	-	108	4560	1791	730	6532	4540	3241
gene-SAOUHSC_02722	CP000253.1	2502851	2503237	-	387	1035	843	90	954	650	801
gene-SAOUHSC_02723	CP000253.1	2503505	2504647	+	1143	5171	4658	1863	20910	19211	20622
gene-SAOUHSC_02724	CP000253.1	2504707	2505366	+	660	8342	10107	933	40949	38310	45296
gene-SAOUHSC_02725	CP000253.1	2505548	2506759	+	1212	11959	13240	2630	4276	3658	2899
gene-SAOUHSC_02726	CP000253.1	2506882	2507355	-	474	441	771	243	269	266	219
gene-SAOUHSC_02727	CP000253.1	2507555	2508124	+	570	4571	6205	1604	2431	1778	943
gene-SAOUHSC_02728	CP000253.1	2508187	2508993	-	807	604	1124	93	898	607	518
gene-SAOUHSC_02729	CP000253.1	2509280	2510689	+	1410	5277	7737	1148	2196	2492	1610
gene-SAOUHSC_02731	CP000253.1	2510827	2512905	+	2079	8608	13546	836	6300	4071	5083
gene-SAOUHSC_02732	CP000253.1	2512984	2513085	-	102	7	6	0	2	2	4
gene-SAOUHSC_02733	CP000253.1	2513045	2514874	-	1830	16504	25243	3401	8712	6495	5027
gene-SAOUHSC_02734	CP000253.1	2514968	2515072	-	105	1	0	0	2	5	4
gene-SAOUHSC_02736	CP000253.1	2515106	2516602	+	1497	3598	3998	313	3854	2506	2823
gene-SAOUHSC_02737	CP000253.1	2516694	2517545	-	852	1418	1695	346	2089	1740	1107
gene-SAOUHSC_02738	CP000253.1	2517701	2517898	+	198	128	225	11	118	69	52
gene-SAOUHSC_02739	CP000253.1	2517867	2518802	-	936	1861	2959	1110	807	603	482
gene-SAOUHSC_02740	CP000253.1	2519028	2520428	-	1401	8724	9872	1336	1924	1462	1095
gene-SAOUHSC_02741	CP000253.1	2520722	2521417	-	696	841	1131	276	2228	1385	1393
gene-SAOUHSC_02742	CP000253.1	2521417	2522358	-	942	871	1209	179	2113	1372	1532
gene-SAOUHSC_02743	CP000253.1	2522375	2523010	-	636	346	583	109	755	443	495
gene-SAOUHSC_02744	CP000253.1	2523007	2524233	-	1227	696	1517	430	1259	767	808
gene-SAOUHSC_02745	CP000253.1	2524560	2524679	-	120	5	8	1	27	24	14
gene-SAOUHSC_02746	CP000253.1	2524759	2524899	-	141	21	17	5	84	52	57
gene-SAOUHSC_02747	CP000253.1	2524903	2525502	-	600	1570	1900	106	3179	2051	2410
gene-SAOUHSC_02750	CP000253.1	2525682	2527319	+	1638	3223	4423	752	8197	5912	6605
gene-SAOUHSC_02751	CP000253.1	2527927	2529279	+	1353	15469	18567	5617	5241	4966	3599
gene-SAOUHSC_02752	CP000253.1	2529341	2530468	-	1128	3108	3039	741	7826	5720	6359
gene-SAOUHSC_02753	CP000253.1	2530924	2531700	-	777	3602	3925	948	2488	2226	1686
gene-SAOUHSC_02754	CP000253.1	2531693	2532355	-	663	1540	1443	731	1004	1027	750
gene-SAOUHSC_02755	CP000253.1	2532603	2533679	-	1077	6835	7237	3262	6486	5117	4911
gene-SAOUHSC_02756	CP000253.1	2534034	2534300	-	267	4086	3120	198	6038	3666	5897
gene-SAOUHSC_02757	CP000253.1	2534300	2534557	-	258	5392	6400	97	7091	5037	5939
gene-SAOUHSC_02758	CP000253.1	2534663	2534857	-	195	81	98	7	199	113	134
gene-SAOUHSC_02759	CP000253.1	2534916	2535371	+	456	3625	5229	296	2722	1843	1900
gene-SAOUHSC_02760	CP000253.1	2535539	2537116	-	1578	2038	3145	740	1800	1247	1079
gene-SAOUHSC_02761	CP000253.1	2537311	2538060	+	750	857	1048	107	607	400	478
gene-SAOUHSC_02762	CP000253.1	2538284	2539477	-	1194	886	1200	273	4938	3113	2938
gene-SAOUHSC_02763	CP000253.1	2539489	2540238	-	750	190	303	117	1722	1147	1193
gene-SAOUHSC_02764	CP000253.1	2540231	2541046	-	816	161	276	63	1265	1006	750
gene-SAOUHSC_02765	CP000253.1	2541043	2541912	-	870	119	143	25	767	676	521
gene-SAOUHSC_02766	CP000253.1	2541909	2542844	-	936	541	984	133	2788	1564	1733
gene-SAOUHSC_02767	CP000253.1	2542857	2544455	-	1599	1407	3002	288	8641	5707	5559
gene-SAOUHSC_02768	CP000253.1	2544598	2545812	-	1215	173	307	34	2813	1971	1586
gene-SAOUHSC_02769	CP000253.1	2545892	2546710	-	819	189	391	38	2851	1951	1504
gene-SAOUHSC_02770	CP000253.1	2546721	2547542	-	822	219	398	77	3103	2080	1539
gene-SAOUHSC_02771	CP000253.1	2548409	2548774	-	366	1524	1785	360	408	320	400
gene-SAOUHSC_02772	CP000253.1	2549037	2549675	-	639	7915	14058	7804	2750	3125	1885
gene-SAOUHSC_02773	CP000253.1	2550088	2551626	+	1539	10891	17613	2051	3027	2610	2033
gene-SAOUHSC_02774	CP000253.1	2551738	2552160	-	423	11378	14890	1032	2858	3160	2291
gene-SAOUHSC_02775	CP000253.1	2552612	2553031	-	420	570	871	76	469	291	322
gene-SAOUHSC_02776	CP000253.1	2553049	2553468	-	420	309	556	37	129	84	88
gene-SAOUHSC_A02635	CP000253.1	2553422	2553643	+	222	30	100	3	21	14	11
gene-SAOUHSC_02777	CP000253.1	2553735	2554157	-	423	874	1580	186	260	133	126
gene-SAOUHSC_02778	CP000253.1	2554408	2555103	-	696	1940	4133	739	605	482	336
gene-SAOUHSC_02779	CP000253.1	2555392	2555673	+	282	3528	6098	722	913	1095	588
gene-SAOUHSC_02780	CP000253.1	2555609	2555794	+	186	2345	3389	3401	749	490	462
gene-SAOUHSC_02781	CP000253.1	2555933	2556124	-	192	9073	8349	474	2745	1869	1209
gene-SAOUHSC_02782	CP000253.1	2556559	2556681	+	123	148	216	13	196	149	140
gene-SAOUHSC_02783	CP000253.1	2556685	2557479	-	795	529	786	142	503	354	392
gene-SAOUHSC_02784	CP000253.1	2558015	2558302	-	288	140	238	28	169	98	113
gene-SAOUHSC_02785	CP000253.1	2558305	2558631	-	327	170	210	12	144	89	103
gene-SAOUHSC_02786	CP000253.1	2558631	2558924	-	294	75	85	4	62	41	32
gene-SAOUHSC_02787	CP000253.1	2558843	2559955	-	1113	615	925	196	536	378	374
gene-SAOUHSC_02788	CP000253.1	2559952	2560737	-	786	596	1001	94	481	283	367
gene-SAOUHSC_02789	CP000253.1	2560849	2561550	-	702	415	545	96	288	200	178
gene-SAOUHSC_02790	CP000253.1	2561928	2564789	-	2862	2035	2471	225	2555	1307	2011
gene-SAOUHSC_02791	CP000253.1	2564791	2565183	-	393	259	445	39	170	109	133
gene-SAOUHSC_02793	CP000253.1	2565300	2567108	+	1809	1368	1765	227	1777	1058	1128
gene-SAOUHSC_02794	CP000253.1	2567392	2567658	+	267	428	733	29	286	148	145
gene-SAOUHSC_02795	CP000253.1	2567802	2568110	+	309	132	136	11	91	66	47
gene-SAOUHSC_02796	CP000253.1	2568218	2568451	-	234	49	68	6	18	11	24
gene-SAOUHSC_02797	CP000253.1	2568432	2569625	-	1194	546	808	64	651	382	452
gene-SAOUHSC_02798	CP000253.1	2570009	2574892	-	4884	2296	3653	1552	4684	3128	3748
gene-SAOUHSC_02799	CP000253.1	2575197	2575517	-	321	18	7	0	21	8	20
gene-SAOUHSC_02800	CP000253.1	2575879	2576622	+	744	24	18	1	20	13	22
gene-SAOUHSC_02801	CP000253.1	2576833	2577615	-	783	1463	2020	555	1585	994	1134
gene-SAOUHSC_02802	CP000253.1	2577879	2580632	-	2754	17261	9177	2098	14815	26889	17019
gene-SAOUHSC_02803	CP000253.1	2581383	2584355	-	2973	18374	16814	4593	11078	16876	11533
gene-SAOUHSC_02804	CP000253.1	2584423	2584524	-	102	15	20	0	14	13	5
gene-SAOUHSC_02805	CP000253.1	2584573	2584875	-	303	2	1	0	13	6	9
gene-SAOUHSC_02806	CP000253.1	2584907	2586265	-	1359	2092	4024	1078	5634	6766	4327
gene-SAOUHSC_02808	CP000253.1	2586382	2587935	-	1554	2254	4090	1593	3335	3885	2471
gene-SAOUHSC_02809	CP000253.1	2587959	2588639	-	681	2713	3811	2093	1688	1565	1097
gene-SAOUHSC_02810	CP000253.1	2588793	2589557	-	765	3488	6280	1141	3666	2922	2432
gene-SAOUHSC_02811	CP000253.1	2589722	2590414	-	693	1901	3626	213	1008	793	737
gene-SAOUHSC_02812	CP000253.1	2590645	2591061	-	417	34513	47006	14656	13141	11104	8919
gene-SAOUHSC_02813	CP000253.1	2591200	2592045	-	846	2890	2126	131	4037	3189	3552
gene-SAOUHSC_02814	CP000253.1	2591843	2593093	-	1251	4459	2329	194	6845	5330	5651
gene-SAOUHSC_02815	CP000253.1	2593502	2594779	-	1278	23335	24984	4790	9758	10568	7803
gene-SAOUHSC_02816	CP000253.1	2595326	2595937	+	612	1535	2620	80	690	503	425
gene-SAOUHSC_02817	CP000253.1	2595946	2596044	-	99	0	0	0	1	0	0
gene-SAOUHSC_02818	CP000253.1	2596034	2597197	-	1164	605	915	100	913	539	535
gene-SAOUHSC_02819	CP000253.1	2597190	2597648	-	459	84	185	15	170	125	137
gene-SAOUHSC_02820	CP000253.1	2598082	2598777	+	696	1075	1785	413	592	329	448
gene-SAOUHSC_02821	CP000253.1	2598779	2599549	+	771	947	1590	154	508	317	382
gene-SAOUHSC_02822	CP000253.1	2599922	2601886	+	1965	6890	9635	1304	4011	3160	1832
gene-SAOUHSC_A02680	CP000253.1	2601899	2602111	+	213	505	984	91	492	407	260
gene-SAOUHSC_02823	CP000253.1	2602404	2603309	+	906	3381	4500	312	1439	1144	945
gene-SAOUHSC_02824	CP000253.1	2603414	2604007	-	594	421	576	349	674	431	395
gene-SAOUHSC_02825	CP000253.1	2604029	2604901	-	873	263	414	188	392	296	294
gene-SAOUHSC_02826	CP000253.1	2605075	2605509	-	435	809	1136	61	1418	990	810
gene-SAOUHSC_02827	CP000253.1	2605736	2606020	+	285	1813	1454	295	892	650	505
gene-SAOUHSC_02828	CP000253.1	2606191	2606997	+	807	1261	1841	396	6364	4945	5598
gene-SAOUHSC_02829	CP000253.1	2607117	2607788	-	672	1112	837	112	2854	2373	1836
gene-SAOUHSC_02830	CP000253.1	2608103	2609050	+	948	2065	834	85	17409	8997	15177
gene-SAOUHSC_02831	CP000253.1	2609299	2610099	-	801	377	405	62	819	584	645
gene-SAOUHSC_02832	CP000253.1	2610420	2611055	+	636	48	79	6	104	33	138
gene-SAOUHSC_02833	CP000253.1	2611061	2611792	+	732	220	319	17	585	293	490
gene-SAOUHSC_02834	CP000253.1	2611952	2612572	-	621	3933	6124	361	3181	1962	2181
gene-SAOUHSC_02836	CP000253.1	2612766	2613257	+	492	1652	2010	301	1004	706	689
gene-SAOUHSC_02837	CP000253.1	2613695	2613865	-	171	1072	2073	124	296	203	235
gene-SAOUHSC_02838	CP000253.1	2613927	2614025	-	99	40	30	5	95	47	61
gene-SAOUHSC_02839	CP000253.1	2614044	2614943	-	900	1523	2077	758	5704	5238	4314
gene-SAOUHSC_02840	CP000253.1	2614957	2615637	-	681	646	771	104	2565	2429	2087
gene-SAOUHSC_02841	CP000253.1	2615640	2616635	-	996	1522	1641	191	4899	4459	3563
gene-SAOUHSC_02842	CP000253.1	2617234	2617437	+	204	208	121	19	276	155	183
gene-SAOUHSC_02843	CP000253.1	2617620	2618555	+	936	1978	3656	242	589	438	426
gene-SAOUHSC_02844	CP000253.1	2618637	2619605	-	969	6302	11175	2914	3599	3080	1642
gene-SAOUHSC_02845	CP000253.1	2619738	2620082	-	345	1291	1733	304	823	637	318
gene-SAOUHSC_02846	CP000253.1	2620124	2620534	-	411	1803	2741	302	1059	747	426
gene-SAOUHSC_02848	CP000253.1	2620914	2622980	-	2067	61897	61727	13932	14417	8025	9141
gene-SAOUHSC_02849	CP000253.1	2623281	2625020	-	1740	65656	110551	27882	17900	24862	11843
gene-SAOUHSC_02850	CP000253.1	2625067	2625756	-	690	14922	32484	13631	4235	6260	3106
gene-SAOUHSC_02851	CP000253.1	2625749	2626144	-	396	59	55	3	159	90	69
gene-SAOUHSC_02852	CP000253.1	2626357	2627184	-	828	1437	1492	357	1251	790	755
gene-SAOUHSC_02853	CP000253.1	2627402	2627620	+	219	58640	26977	5695	40857	32250	20097
